column,comp-rate,actual-val
Q01,0.72,91.14
Q02,0.72,81.67
Q03,0.72,85.13
Q04,0.72,84.79
Q05,0.72,83.09
Q06,0.72,84.47
Q07,0.72,83.4
Q08,0.72,77.31
Q09,0.72,82.31
Q10,0.72,76.86
Q11,0.72,82.05
Q12,0.72,81.8
Q13,0.72,79.16
Q14,0.72,73.16
Q15,0.71,84.37
Q16,0.72,85.14
Q17,0.72,72.39
Q18,0.7,74.76
Q19,0.69,83.6
Q20,0.7,88.88
Q21,0.69,85.4
Q22,0.71,81.53
Q23,0.7,75.84
Q24,0.7,61.96
Q25,0.61,71.61
Q26,0.68,75.15
Q27,0.7,86.53
Q28,0.7,78.42
